,UF,CODIGO DO MUNICIPIO,NOME DO MUNICIPIO,ESPECTRO
3208,PR,76910,MARINGÁ,D
3209,PR,78336,SALGADO FILHO,D
3210,PR,76350,JANDAIA DO SUL,D
3211,PR,79731,TAPIRA,D
3212,PR,74365,HONÓRIO SERPA,D
3213,PR,76830,MARECHAL CÂNDIDO RONDON,D
3214,PR,74063,OURO VERDE DO OESTE,D
3215,PR,79715,SANTA HELENA,D
3216,PR,76295,JACAREZINHO,D
3217,PR,75795,GUARACI,D
3218,PR,74578,BOA ESPERANÇA,D
3219,PR,78050,REALEZA,D
3220,PR,75051,CIANORTE,D
3221,PR,84611,SARANDI,E
3222,PR,79812,BOA VISTA DA APARECIDA,D
3223,PR,78255,ROLÂNDIA,D
3224,PR,77518,PATO BRANCO,E
3225,PR,74624,PATO BRAGADO,D
3226,PR,75957,IGUARAÇU,D
3227,PR,76813,MANOEL RIBAS,D
3228,PR,76970,MARUMBI,D
3229,PR,79359,UMUARAMA,E
3230,PR,74934,CASCAVEL,D
3231,PR,75485,MARQUINHO,D
3232,PR,76236,IVAIPORÃ,D
3233,PR,75019,CERRO AZUL,D
3234,PR,84697,MISSAL,D
3235,PR,77372,PALMITAL,D
3236,PR,77852,PORTO VITÓRIA,D
3237,PR,75000,ITAIPULÂNDIA,D
3238,PR,79332,UBIRATÃ,D
3239,PR,75248,CORONEL DOMINGOS SOARES,D
3240,PR,74918,CARLÓPOLIS,D
3241,PR,74810,CAMPO LARGO,D
3242,PR,76430,JARDIM ALEGRE,D
3243,PR,75710,GUAÍRA,D
3244,PR,74322,FAZENDA RIO GRANDE,D
3245,PR,77151,NOVA ALIANÇA DO IVAÍ,D
3246,PR,74870,CAPANEMA,D
3247,PR,74179,AMPÉRE,D
3248,PR,75183,CAMPINA DO SIMÃO,D
3249,PR,74071,ALMIRANTE TAMANDARÉ,D
3250,PR,79030,SERTANEJA,D
3251,PR,74284,ENTRE RIOS DO OESTE,D
3252,PR,76953,MARMELEIRO,D
3253,PR,76074,IRATI,E
3254,PR,74713,CAMBÉ,D
3255,PR,75833,GUARAPUAVA,D
3256,PR,74632,BORRAZÓPOLIS,D
3257,PR,74837,CAMPO MOURÃO,D
3258,PR,75418,DOIS VIZINHOS,D
3259,PR,78018,QUITANDINHA,D
3260,PR,75817,GUARANIAÇU,D
3261,PR,75671,GENERAL CARNEIRO,D
3262,PR,77410,PARAÍSO DO NORTE,D
3263,PR,75574,FLORESTÓPOLIS,D
3264,PR,76031,IPIRANGA,D
3265,PR,74217,ANTONINA,D
3266,PR,74438,BALSA NOVA,D
3267,PR,79219,TERRA ROXA,D
3268,PR,75167,BOM JESUS DO SUL,D
3269,PR,78190,RIO BOM,E
3270,PR,79570,CÉU AZUL,D
3271,PR,79090,TAMBOARA,D
3272,PR,84530,TURVO,D
3273,PR,77275,ORTIGUEIRA,E
3274,PR,74616,BOM SUCESSO,D
3275,PR,79278,TOLEDO,D
3276,PR,74047,LINDOESTE,D
3277,PR,75566,PRADO FERREIRA,D
3278,PR,76775,MANDAGUARI,D
3279,PR,79979,JESUÍTAS,C
3280,PR,75930,ICARAÍMA,D
3281,PR,77291,OURIZONA,D
3282,PR,79111,TAPEJARA,D
3283,PR,75876,GUARATUBA,D
3284,PR,74942,DOUTOR ULYSSES,D
3285,PR,74667,PITANGUEIRAS,E
3286,PR,79235,TIBAGI,D
3287,PR,75264,CRUZMALTINA,D
3288,PR,77135,NOSSA SENHORA DAS GRAÇAS,D
3289,PR,74420,NOVO ITACOLOMI,D
3290,PR,74500,MARIPÁ,D
3291,PR,76376,JANIÓPOLIS,D
3292,PR,75388,GOIOXIM,D
3293,PR,75256,CORNÉLIO PROCÓPIO,D
3294,PR,77119,MUNHOZ DE MELO,D
3295,PR,74292,ARAPOTI,D
3296,PR,75760,NOVA TEBAS,D
3297,PR,77917,PRUDENTÓPOLIS,E
3298,PR,77011,MEDIANEIRA,E
3299,PR,74705,RAMILÂNDIA,D
3300,PR,78913,SÃO PEDRO DO IVAÍ,D
3301,PR,74950,CASTRO,E
3302,PR,74608,NOVA SANTA BÁRBARA,E
3303,PR,76112,ITAGUAJÉ,D
3304,PR,74640,PINHAL DE SÃO BENTO,E
3305,PR,77038,MIRADOR,D
3306,PR,76333,JAGUARIAÍVA,E
3307,PR,77798,PORECATU,D
3308,PR,77771,PONTA GROSSA,E
3309,PR,75450,ENÉAS MARQUES,D
3310,PR,75159,COLORADO,D
3311,PR,77097,MORRETES,D
3312,PR,76473,JATAIZINHO,E
3313,PR,76210,IVAÍ,E
3314,PR,74241,CRUZEIRO DO IGUAÇU,D
3315,PR,77933,QUATIGUÁ,D
3316,PR,75620,RIO BRANCO DO IVAÍ,D
3317,PR,74020,IBEMA,E
3318,PR,77194,NOVA CANTU,D
3319,PR,76414,JAPURÁ,E
3320,PR,77496,PARANAVAÍ,D
3321,PR,76317,JAGUAPITÃ,E
3322,PR,78794,SÃO JORGE DO IVAÍ,D
3323,PR,75035,CHOPINZINHO,D
3324,PR,74136,ALVORADA DO SUL,D
3325,PR,78530,SANTA MARIANA,D
3326,PR,76597,LARANJEIRAS DO SUL,E
3327,PR,74560,MERCEDES,D
3328,PR,74306,FAROL,D
3329,PR,79057,SERTANÓPOLIS,D
3330,PR,77330,PALMAS,E
3331,PR,74780,CAMPO BONITO,D
3332,PR,76058,IPORÃ,E
3333,PR,78115,RESERVA,E
3334,PR,77453,PARANAGUÁ,E
3335,PR,75361,FOZ DO JORDÃO,D
3336,PR,79472,VITORINO,D
3337,PR,74748,RIO BONITO DO IGUAÇU,E
3338,PR,74586,NOVA LARANJEIRAS,E
3339,PR,75892,IBAITI,D
3340,PR,77437,PARANACITY,D
3341,PR,75108,ARAPUÃ,D
3342,PR,76570,LAPA,D
3343,PR,79790,NOVA SANTA ROSA,D
3344,PR,76872,MARIALVA,E
3345,PR,75540,PORTO BARREIRO,D
3346,PR,75515,FÊNIX,C
3347,PR,76171,ITAPEJARA D'OESTE,D
3348,PR,79413,URAÍ,D
3349,PR,76490,JOAQUIM TÁVORA,E
3350,PR,74446,ITAPERUÇU,E
3351,PR,76732,MAMBORÊ,D
3352,PR,74489,LIDIANÓPOLIS,D
3353,PR,78891,SÃO MIGUEL DO IGUAÇU,D
3354,PR,78450,SANTA FÉ,E
3355,PR,75469,MANFRINÓPOLIS,D
3356,PR,78816,SÃO JORGE D'OESTE,D
3357,PR,78972,SÃO TOMÉ,D
3358,PR,74276,ARAPONGAS,D
3359,PR,75990,INÁCIO MARTINS,D
3360,PR,74497,BARRACÃO,D
3361,PR,74004,GODOY MOREIRA,D
3362,PR,74268,DIAMANTE DO SUL,D
3363,PR,84719,SÃO JOSÉ DAS PALMEIRAS,D
3364,PR,75205,CAMPO MAGRO,D
3365,PR,75060,SAUDADE DO IGUAÇU,D
3366,PR,78611,SANTO ANTONIO DO CAIUÁ,D
3367,PR,77399,PALOTINA,D
3368,PR,77755,PLANALTO,D
3369,PR,75582,QUARTO CENTENÁRIO,E
3370,PR,75043,PINHAIS,D
3371,PR,75698,GOIOERÊ,D
3372,PR,74411,ATALAIA,D
3373,PR,79154,TELÊMACO BORBA,D
3374,PR,79510,ALTÔNIA,D
3375,PR,74349,FLOR DA SERRA DO SUL,D
3376,PR,74683,QUATRO PONTES,D
3377,PR,75230,CORBÉLIA,D
3378,PR,79839,BRAGANEY,D
3379,PR,75272,CORONEL VIVIDA,D
3380,PR,79758,MARILENA,D
3381,PR,74551,BITURUNA,D
3382,PR,77950,QUATRO BARRAS,E
3383,PR,75132,COLOMBO,E
3384,PR,75779,GUAPOREMA,D
3385,PR,75221,CARAMBEÍ,D
3386,PR,78719,SÃO JOÃO,D
3387,PR,75027,NOVA ESPERANÇA DO SUDOESTE,D
3388,PR,74969,VIRMOND,E
3389,PR,78557,SANTANA DO ITARARÉ,D
3390,PR,74314,ARARUNA,D
3391,PR,78670,SÃO CARLOS DO IVAÍ,D
3392,PR,75299,CRUZEIRO DO OESTE,D
3393,PR,74900,VENTANIA,D
3394,PR,74853,CÂNDIDO DE ABREU,D
3395,PR,76538,JUSSARA,D
3396,PR,78930,SÃO PEDRO DO PARANÁ,D
3397,PR,75213,CONTENDA,D
3398,PR,75191,CONSELHEIRO MAIRINCK,D
3399,PR,76996,MATELÂNDIA,D
3400,PR,74675,CALIFÓRNIA,D
3401,PR,79251,TIJUCAS DO SUL,D
3402,PR,77739,PLANALTINA DO PARANÁ,D
3403,PR,78212,RIO BRANCO DO SUL,D
3404,PR,75337,CRUZ MACHADO,D
3405,PR,75078,CIDADE GAÚCHA,D
3406,PR,79138,TEIXEIRA SOARES,E
3407,PR,74896,CAPITÃO LEÔNIDAS MARQUES,D
3408,PR,75647,SERRANÓPOLIS DO IGUAÇU,D
3409,PR,78751,SÃO JOÃO DO IVAÍ,D
3410,PR,74209,CAFEZAL DO SUL,D
3411,PR,84654,DOURADINA,D
3412,PR,79995,SÃO JORGE DO PATROCÍNIO,D
3413,PR,74985,LARANJAL,D
3414,PR,75531,FLORAÍ,D
3415,PR,75116,MANGUEIRINHA,D
3416,PR,79634,MATINHOS,E
3417,PR,79855,CAFELÂNDIA,D
3418,PR,76554,KALORÉ,D
3419,PR,79375,UNIÃO DA VITÓRIA,D
3420,PR,75523,PONTAL DO PARANÁ,D
3421,PR,78093,RENASCENÇA,C
3422,PR,75850,GUARAQUEÇABA,D
3423,PR,74730,CAMBIRA,D
3424,PR,84590,LUNARDELLI,D
3425,PR,74756,CAMPINA DA LAGOA,E
3426,PR,75507,PEROBAL,D
3427,PR,79650,NOVA AURORA,D
3428,PR,79952,NOVA PRATA DO IGUAÇU,D
3429,PR,77356,PALMEIRA,D
3430,PR,76856,MARIA HELENA,D
3431,PR,75655,FRANCISCO BELTRÃO,D
3432,PR,77879,PRESIDENTE CASTELO BRANCO,D
3433,PR,79774,FRANCISCO ALVES,E
3434,PR,78034,RANCHO ALEGRE,D
3435,PR,79197,TERRA RICA,E
3436,PR,74535,BELA VISTA DO PARAÍSO,D
3437,PR,84670,SANTA TEREZINHA DE ITAIPU,D
3438,PR,77313,PAIÇANDU,E
3439,PR,77712,PITANGA,E
3440,PR,77577,PEABIRU,D
3441,PR,74926,ALTO PARAÍSO,D
3442,PR,75426,GUAMIRANGA,C
3443,PR,78298,RONDON,C
3444,PR,79170,TERRA BOA,D
3445,PR,79294,TOMAZINA,D
3446,PR,78778,SÃO JOÃO DO TRIUNFO,E
3447,PR,76392,JAPIRA,E
3448,PR,76139,ITAMBARACÁ,D
3449,PR,75370,CURIÚVA,D
3450,PR,75442,IMBAÚ,E
3451,PR,74594,BOCAIÚVA DO SUL,D
3452,PR,77259,NOVA LONDRINA,D
3453,PR,76899,MARILUZ,D
3454,PR,74454,BANDEIRANTES,E
3455,PR,75280,CORUMBATAÍ DO SUL,D
3456,PR,78697,SÃO JERÔNIMO DA SERRA,E
3457,PR,75809,LUIZIANA,D
3458,PR,75477,ENGENHEIRO BELTRÃO,D
3459,PR,74055,AGUDOS DO SUL,D
3460,PR,84514,CANTAGALO,E
3461,PR,74721,RANCHO ALEGRE D'OESTE,D
3462,PR,75493,FAXINAL,D
3463,PR,77810,PORTO AMAZONAS,D
3464,PR,74144,BOA ESPERANÇA DO IGUAÇU,D
3465,PR,76759,MANDAGUAÇU,E
3466,PR,76635,LOANDA,D
3467,PR,74772,CAMPINA GRANDE DO SUL,E
3468,PR,74691,CAMBARÁ,D
3469,PR,78239,RIO NEGRO,D
3470,PR,74160,BOM SUCESSO DO SUL,E
3471,PR,79456,VERÊ,E
3472,PR,75604,RESERVA DO IGUAÇU,D
3473,PR,79871,TRÊS BARRAS DO PARANÁ,D
3474,PR,74012,ABATIÁ,D
3475,PR,76155,ITAMBÉ,D
3476,PR,75590,FLÓRIDA,D
3477,PR,74080,SANTA TEREZA DO OESTE,E
3478,PR,75094,CLEVELÂNDIA,D
3479,PR,78832,SÃO JOSÉ DA BOA VISTA,D
3480,PR,75914,IBIPORÃ,D
3481,PR,75310,CRUZEIRO DO SUL,D
3482,PR,78395,SANTA AMÉLIA,D
3483,PR,74543,MAUÁ DA SERRA,D
3484,PR,76716,MALLET,E
3485,PR,75086,ARIRANHA DO IVAÍ,D
3486,PR,77674,PIRAÍ DO SUL,E
3487,PR,76937,MARIÓPOLIS,D
3488,PR,84573,FIGUEIRA,E
3489,PR,75663,TAMARANA,D
3490,PR,75558,FLORESTA,E
3491,PR,75752,GUAPIRAMA,D
3492,PR,75612,FORMOSA DO OESTE,D
3493,PR,77216,NOVA ESPERANÇA,E
3494,PR,74861,SÃO PEDRO DO IGUAÇU,D
3495,PR,74470,BARBOSA FERRAZ,D
3496,PR,74187,BRASILÂNDIA DO SUL,D
3497,PR,79936,TUPÃSSI,D
3498,PR,74462,IVATÉ,D
3499,PR,74195,ANDIRÁ,D
3500,PR,75124,BELA VISTA DA CAROBA,D
3501,PR,76791,MANDIRITUBA,D
3502,PR,74373,ASSAÍ,D
3503,PR,77631,PINHALÃO,D
3504,PR,74993,CENTENÁRIO DO SUL,E
3505,PR,78433,SANTA CRUZ DE MONTE CASTELO,D
3506,PR,84557,ALTAMIRA DO PARANÁ,E
3507,PR,76619,LEÓPOLIS,D
3508,PR,79898,VERA CRUZ DO OESTE,D
3509,PR,79537,ASSIS CHATEAUBRIAND,D
3510,PR,77992,QUINTA DO SOL,D
3511,PR,76457,JARDIM OLINDA,E
3512,PR,77976,QUERÊNCIA DO NORTE,D
3513,PR,74152,AMAPORÃ,D
3514,PR,78590,SANTO ANTÔNIO DA PLATINA,D
3515,PR,78379,SALTO DO LONTRA,E
3516,PR,78271,RONCADOR,E
3517,PR,75175,CONGONHINHAS,D
3518,PR,79596,GRANDES RIOS,D
3519,PR,79316,TUNEIRAS DO OESTE,D
3520,PR,79073,SIQUEIRA CAMPOS,D
3521,PR,76015,INAJÁ,D
3522,PR,78638,SANTO ANTÔNIO DO PARAÍSO,D
3523,PR,74233,ANTONIO OLINTO,D
3524,PR,74977,CATANDUVAS,D
3525,PR,78514,SANTA IZABEL DO OESTE,C
3526,PR,75744,ROSÁRIO DO IVAÍ,C
3527,PR,77070,MOREIRA SALES,D
3528,PR,74330,MARILÂNDIA DO SUL,E
3529,PR,77550,PAULO FRONTIN,D
3530,PR,77615,PIÊN,D
3531,PR,74110,ALTO PIQUIRI,D
3532,PR,79499,XAMBRÊ,E
3533,PR,77534,PAULA FREITAS,D
3534,PR,74764,SANTA LÚCIA,D
3535,PR,78735,SÃO JOÃO DO CAIUÁ,D
3536,PR,76511,JUNDIAÍ DO SUL,D
3537,PR,74659,CAFEARA,E
3538,PR,75736,GUAIRAÇÁ,D
3539,PR,74390,ASTORGA,D
3540,PR,75396,DIAMANTE DO NORTE,D
3541,PR,76198,ITAÚNA DO SUL,D
3542,PR,74845,SÃO MANOEL DO PARANÁ,D
3543,PR,78417,SANTA CECÍLIA DO PAVÃO,D
3544,PR,77593,PÉROLA D'OESTE,D
3545,PR,79677,NOVA OLÍMPIA,D
3546,PR,77658,PINHÃO,D
3547,PR,84638,JURANDA,D
3548,PR,78158,RIBEIRÃO DO PINHAL,E
3549,PR,78573,SANTO ANTÔNIO DO SUDOESTE,E
3550,PR,75400,DIAMANTE D'OESTE,D
3551,PR,74802,SANTA MARIA DO OESTE,D
3552,PR,76694,LUPIONÓPOLIS,D
3553,PR,79391,UNIFLOR,D
3554,PR,76252,IVATUBA,D
3555,PR,78310,SABÁUDIA,D
3556,PR,74799,CAMPO DO TENENTE,D
3557,PR,78476,SANTA INÊS,D
3558,PR,74225,CANDÓI,D
3559,PR,77178,NOVA AMÉRICA DA COLINA,D
3560,PR,77054,MIRASELVA,D
3561,PR,78956,SÃO SEBASTIÃO DA AMOREIRA,D
3562,PR,75140,BOA VENTURA DE SÃO ROQUE,D
3563,PR,77470,PARANAPOEMA,E
3564,PR,74888,TUNAS DO PARANÁ,D
3565,PR,78352,SALTO DO ITARARÉ,E
3566,PR,76090,IRETAMA,D
3567,PR,78077,REBOUÇAS,D
3568,PR,77836,PORTO RICO,D
3569,PR,78174,RIO AZUL,D
3570,PR,74039,ADRIANÓPOLIS,D
3571,PR,79618,INDIANÓPOLIS,E
3572,PR,74527,MATO RICO,D
3573,PR,75434,DOUTOR CAMARGO,D
3574,PR,74403,IRACEMA DO OESTE,D
3575,PR,79553,QUEDAS DO IGUAÇU,D
3576,PR,74128,ÂNGULO,D
3577,PR,79910,PRANCHITA,D
3578,PR,78654,SANTO INÁCIO,D
3579,PR,78492,SANTA ISABEL DO IVAÍ,D
3580,PR,74829,SANTA MÔNICA,E
3581,PR,74519,BARRA DO JACARÉ,D
3582,PR,74381,IGUATU,E
3583,PR,74101,ANAHY,D
3584,PR,76279,JABOTI,E
3585,PR,75329,ESPIGÃO ALTO DO IGUAÇU,D
3586,PR,78999,SAPOPEMA,D
3587,PR,75787,SULINA,D
3588,PR,76651,LOBATO,C
3589,RJ,58874,RIO CLARO,E
3590,RJ,59099,SAQUAREMA,D
3591,RJ,59137,SUMIDOURO,D
3592,RJ,59072,SAPUCAIA,E
3593,RJ,58637,NILÓPOLIS,D
3594,RJ,58238,CARMO,D
3595,RJ,58890,RIO DAS FLORES,D
3596,RJ,58653,NITERÓI,D
3597,RJ,58084,VARRE-SAI,D
3598,RJ,58530,MARICÁ,E
3599,RJ,58092,BOM JARDIM,D
3600,RJ,58998,SÃO JOÃO DA BARRA,D
3601,RJ,58670,NOVA FRIBURGO,E
3602,RJ,58190,CAMPOS DOS GOYTACAZES,E
3603,RJ,58696,NOVA IGUAÇU,E
3604,RJ,59013,SÃO JOÃO DE MERITI,E
3605,RJ,60011,RIO DE JANEIRO,E
3606,RJ,58777,PETRÓPOLIS,D
3607,RJ,58025,QUATIS,D
3608,RJ,58912,SANTA MARIA MADALENA,E
3609,RJ,58858,RIO BONITO,D
3610,RJ,58939,SANTO ANTÔNIO DE PÁDUA,D
3611,RJ,59234,VASSOURAS,D
3612,RJ,58157,CACHOEIRAS DE MACACU,D
3613,RJ,59315,PATY DO ALFERES,D
3614,RJ,58041,BELFORD ROXO,E
3615,RJ,58572,MIGUEL PEREIRA,D
3616,RJ,59153,TERESÓPOLIS,D
3617,RJ,58831,RESENDE,D
3618,RJ,58360,TANGUÁ,E
3619,RJ,58424,SEROPÉDICA,E
3620,RJ,58335,DUQUE DE CAXIAS,E
3621,RJ,59030,SÃO PEDRO DA ALDEIA,E
3622,RJ,58513,MANGARATIBA,D
3623,RJ,58378,ITABORAÍ,D
3624,RJ,58246,PINHEIRAL,D
3625,RJ,59196,TRÊS RIOS,E
3626,RJ,59110,SILVA JARDIM,E
3627,RJ,58955,SÃO FIDÉLIS,D
3628,RJ,58017,ANGRA DOS REIS,D
3629,RJ,58211,CANTAGALO,D
3630,RJ,59056,SÃO SEBASTIÃO DO ALTO,D
3631,RJ,58556,MENDES,E
3632,RJ,58165,COMENDADOR LEVY GASPARIAN,D
3633,RJ,58351,ENGENHEIRO PAULO DE FRONTIN,E
3634,RJ,58327,PORTO REAL,D
3635,RJ,58408,ARMAÇÃO DOS BÚZIOS,E
3636,RJ,58386,MACUCO,E
3637,RJ,59293,ITALVA,D
3638,RJ,58971,SÃO GONÇALO,E
3639,RJ,58300,CARAPEBUS,D
3640,RJ,59250,VOLTA REDONDA,E
3641,RJ,58610,NATIVIDADE,E
3642,RJ,58440,ITATIAIA,D
3643,RJ,58467,MESQUITA,E
3644,RJ,58815,PORCIÚNCULA,E
3645,RJ,59277,ARRAIAL DO CABO,E
3646,RJ,58734,PARAÍBA DO SUL,E
3647,RJ,58149,JAPERI,E
3648,RJ,58793,PIRAÍ,E
3649,RJ,58068,CARDOSO MOREIRA,D
3650,RJ,58106,GUAPIMIRIM,E
3651,RJ,58718,PARACAMBI,E
3652,RJ,58254,CASIMIRO DE ABREU,E
3653,RJ,58750,PARATY,E
3654,RJ,58181,APERIBÉ,D
3655,RJ,59331,SÃO JOSÉ DO VALE DO RIO PRETO,D
3656,RJ,59218,VALENÇA,D
3657,RJ,58270,CONCEIÇÃO DE MACABU,E
3658,RJ,58130,CABO FRIO,D
3659,RJ,58203,RIO DAS OSTRAS,E
3660,RJ,58599,MIRACEMA,D
3661,RJ,58491,MAGÉ,E
3662,RJ,58475,MACAÉ,D
3663,RJ,58033,ARARUAMA,E
3664,RJ,58394,ITAGUAÍ,C
3665,RJ,58416,ITAOCARA,D
3666,RJ,58122,QUEIMADOS,E
3667,RJ,58173,CAMBUCI,D
3668,RJ,58459,LAJE DO MURIAÉ,D
3669,RJ,58343,SÃO JOSÉ DE UBÁ,D
3670,RJ,58050,BARRA DO PIRAÍ,E
3671,RJ,58319,DUAS BARRAS,C
3672,RJ,58076,BARRA MANSA,D
3673,RJ,58009,QUISSAMÃ,D
3674,RJ,58289,SÃO FRANCISCO DE ITABAPOANA,E
3675,RJ,58262,IGUABA GRANDE,C
3676,RJ,58114,BOM JESUS DO ITABAPOANA,D
3677,RJ,58432,ITAPERUNA,D
3678,RJ,59170,TRAJANO DE MORAES,D
3679,RJ,58297,CORDEIRO,E
3680,RJ,58220,AREAL,E
3681,RN,18651,SERRA NEGRA DO NORTE,D
3682,RN,18791,TENENTE ANANIAS,D
3683,RN,16934,IPUEIRA,E
3684,RN,18473,SÃO MIGUEL,D
3685,RN,16519,CEARÁ-MIRIM,E
3686,RN,16756,FLORÂNIA,D
3687,RN,17094,JARDIM DE PIRANHAS,D
3688,RN,17353,LAJES PINTADAS,D
3689,RN,17612,NATAL,E
3690,RN,18490,SÃO PAULO DO POTENGI,D
3691,RN,18236,SANTA CRUZ,D
3692,RN,16241,SANTA MARIA,D
3693,RN,17590,MOSSORÓ,E
3694,RN,18112,RIACHO DA CRUZ,D
3695,RN,18457,SÃO JOSÉ DO SERIDÓ,D
3696,RN,16837,GOVERNADOR DIX-SEPT ROSADO,D
3697,RN,17493,MAXARANGUAPE,D
3698,RN,17795,PARNAMIRIM,E
3699,RN,17957,PEDRO VELHO,E
3700,RN,18279,SANTANA DO MATOS,D
3701,RN,16977,JAÇANÃ,E
3702,RN,18775,TANGARÁ,D
3703,RN,30031,BARAÚNA,D
3704,RN,16497,CARNAUBAIS,D
3705,RN,16250,CAMPO GRANDE,D
3706,RN,17132,JOÃO CÂMARA,D
3707,RN,17779,PARELHAS,D
3708,RN,16896,IELMO MARINHO,E
3709,RN,18872,UMARIZAL,D
3710,RN,17671,OLHO D'ÁGUA DO BORGES,D
3711,RN,16357,BREJINHO,D
3712,RN,16179,ANTÔNIO MARTINS,D
3713,RN,17655,NOVA CRUZ,E
3714,RN,17973,PENDÊNCIAS,D
3715,RN,17434,MACAU,D
3716,RN,18899,UPANEMA,D
3717,RN,16470,CARNAÚBA DOS DANTAS,D
3718,RN,18554,SÃO TOMÉ,E
3719,RN,17876,PAU DOS FERROS,D
3720,RN,16209,SERRINHA DOS PINTOS,D
3721,RN,18937,RAFAEL GODEIRO,D
3722,RN,18139,RIACHO DE SANTANA,D
3723,RN,16730,FELIPE GUERRA,D
3724,RN,16454,CARAÚBAS,D
3725,RN,16594,CRUZETA,D
3726,RN,18635,SERRA DE SÃO BENTO,D
3727,RN,17558,MONTE ALEGRE,D
3728,RN,18953,VERA CRUZ,D
3729,RN,16047,CAIÇARA DO NORTE,D
3730,RN,16772,FRANCISCO DANTAS,D
3731,RN,16039,ASSÚ,D
3732,RN,18317,SÃO BENTO DO NORTE,E
3733,RN,17477,MARTINS,D
3734,RN,16217,AREIA BRANCA,D
3735,RN,16152,ANGICOS,E
3736,RN,16390,CAICÓ,D
3737,RN,17990,PILÕES,D
3738,RN,18830,TIMBAÚBA DOS BATISTAS,D
3739,RN,16284,PORTO DO MANGUE,D
3740,RN,18538,SÃO RAFAEL,D
3741,RN,17574,MONTE DAS GAMELEIRAS,D
3742,RN,18210,SÃO FRANCISCO DO OESTE,D
3743,RN,17914,PEDRA PRETA,D
3744,RN,16292,BARCELONA,D
3745,RN,16691,ESPÍRITO SANTO,D
3746,RN,16810,GOIANINHA,D
3747,RN,17450,MARCELINO VIEIRA,E
3748,RN,18376,SÃO GONÇALO DO AMARANTE,D
3749,RN,16071,ÁGUA NOVA,D
3750,RN,17019,JANDUÍS,E
3751,RN,18198,RUY BARBOSA,D
3752,RN,18732,TABOLEIRO GRANDE,D
3753,RN,16195,APODI,E
3754,RN,17531,MONTANHAS,D
3755,RN,18414,SÃO JOSÉ DE MIPIBU,D
3756,RN,17337,LAJES,D
3757,RN,18996,VILA FLOR,D
3758,RN,18511,SÃO PEDRO,D
3759,RN,16020,SERRA DO MEL,E
3760,RN,16616,CURRAIS NOVOS,E
3761,RN,16675,EQUADOR,D
3762,RN,16012,ACARI,E
3763,RN,17051,JAPI,D
3764,RN,18694,SEVERIANO MELO,D
3765,RN,16632,DOUTOR SEVERIANO,D
3766,RN,18015,POÇO BRANCO,D
3767,RN,18597,SENADOR ELÓI DE SOUZA,E
3768,RN,18759,TAIPU,E
3769,RN,16225,TIBAU,D
3770,RN,18350,SÃO FERNANDO,E
3771,RN,16950,ITAÚ,D
3772,RN,16136,ALTO DO RODRIGUES,D
3773,RN,18856,TOUROS,D
3774,RN,17078,JARDIM DE ANGICOS,D
3775,RN,16535,CERRO CORÁ,E
3776,RN,17299,LAGOA NOVA,E
3777,RN,16993,JANDAÍRA,E
3778,RN,18678,SERRINHA,D
3779,RN,17213,MESSIAS TARGINO,D
3780,RN,16551,CORONEL EZEQUIEL,E
3781,RN,18252,SANTANA DO SERIDÓ,D
3782,RN,17191,JUCURUTU,D
3783,RN,18031,PORTALEGRE,D
3784,RN,18171,RODOLFO FERNANDES,D
3785,RN,18090,RAFAEL FERNANDES,C
3786,RN,18910,VÁRZEA,D
3787,RN,17116,JARDIM DO SERIDÓ,E
3788,RN,18155,RIACHUELO,D
3789,RN,16268,RIO DO FOGO,E
3790,RN,16713,EXTREMOZ,E
3791,RN,16276,BAÍA FORMOSA,D
3792,RN,16799,GALINHOS,D
3793,RN,18970,VIÇOSA,D
3794,RN,18333,SÃO BENTO DO TRAIRÍ,D
3795,RN,17833,PASSAGEM,D
3796,RN,17752,PARAZINHO,E
3797,RN,18295,SANTO ANTÔNIO,E
3798,RN,16080,ITAJÁ,D
3799,RN,17817,PASSA E FICA,E
3800,RN,16438,CANGUARETAMA,E
3801,RN,17230,LAGOA D'ANTA,E
3802,RN,16330,BOM JESUS,D
3803,RN,16870,GUAMARÉ,D
3804,RN,17310,LAGOA SALGADA,E
3805,RN,17418,MACAÍBA,D
3806,RN,16144,FERNANDO PEDROZA,E
3807,RN,16055,AFONSO BEZERRA,D
3808,RN,16411,CAMPO REDONDO,D
3809,RN,16578,CORONEL JOÃO PESSOA,D
3810,RN,16128,TRIUNFO POTIGUAR,D
3811,RN,17710,PARANÁ,E
3812,RN,16110,ALMINO AFONSO,D
3813,RN,18716,SÍTIO NOVO,D
3814,RN,16233,AREZ,D
3815,RN,17396,LUÍS GOMES,E
3816,RN,17370,LUCRÉCIA,D
3817,RN,18430,SÃO JOSÉ DO CAMPESTRE,D
3818,RN,16187,VENHA-VER,D
3819,RN,16853,GROSSOS,D
3820,RN,16373,CAIÇARA DO RIO DO VENTO,D
3821,RN,16160,MAJOR SALES,D
3822,RN,16314,BENTO FERNANDES,E
3823,RN,16659,ENCANTO,D
3824,RN,17639,NÍSIA FLORESTA,D
3825,RN,18570,SÃO VICENTE,D
3826,RN,17256,LAGOA DE PEDRAS,D
3827,RN,18058,SERRA CAIADA,D
3828,RN,17850,PATU,D
3829,RN,18074,PUREZA,D
3830,RN,16063,SÃO MIGUEL DO GOSTOSO,E
3831,RN,16004,TENENTE LAURENTINO CRUZ,D
3832,RN,17892,PEDRA GRANDE,D
3833,RN,17272,LAGOA DE VELHOS,D
