,UF,CODIGO DO MUNICIPIO,NOME DO MUNICIPIO,ESPECTRO
1328,MA,7226,CACHOEIRA GRANDE,D
1329,MA,7218,AXIXÁ,D
1330,MA,7706,ITAIPAVA DO GRAJAÚ,D
1331,MA,7072,ALTAMIRA DO MARANHÃO,D
1332,MA,9539,VITORINO FREIRE,D
1333,MA,8222,SANTANA DO MARANHÃO,E
1334,MA,8990,SANTA QUITÉRIA DO MARANHÃO,E
1335,MA,7803,LAGO DOS RODRIGUES,E
1336,MA,8320,SÃO JOÃO DO PARAÍSO,E
1337,MA,7749,JATOBÁ,E
1338,MA,7374,BEQUIMÃO,E
1339,MA,9172,SÃO JOÃO BATISTA,E
1340,MA,8044,PAULINO NEVES,D
1341,MA,8460,SATUBINHA,D
1342,MA,9334,TASSO FRAGOSO,D
1343,MG,48755,MUNHOZ,D
1344,MG,49336,PALMA,D
1345,MG,48950,NOVA LIMA,D
1346,MG,40975,BAEPENDI,D
1347,MG,42838,CARMO DO CAJURU,D
1348,MG,42056,CALDAS,E
1349,MG,47511,LAGOA SANTA,D
1350,MG,48534,MONTALVÂNIA,D
1351,MG,50555,PRATA,D
1352,MG,41114,BARBACENA,D
1353,MG,41815,BUENO BRANDÃO,E
1354,MG,51837,SANTA RITA DE CALDAS,D
1355,MG,48879,NATÉRCIA,D
1356,MG,48674,MONTE SIÃO,D
1357,MG,50210,PIRAPETINGA,E
1358,MG,45179,FERROS,D
1359,MG,51713,SANTANA DO DESERTO,D
1360,MG,45012,EXTREMA,E
1361,MG,41173,BARROSO,D
1362,MG,45071,FELÍCIO DOS SANTOS,D
1363,MG,48097,MARTINHO CAMPOS,D
1364,MG,46957,JACUÍ,D
1365,MG,43451,CONCEIÇÃO DAS ALAGOAS,D
1366,MG,53295,SERRA AZUL DE MINAS,D
1367,MG,53058,SÃO VICENTE DE MINAS,D
1368,MG,48410,MIRADOURO,D
1369,MG,45411,FRUTAL,C
1370,MG,41238,BELO HORIZONTE,E
1371,MG,40550,ANDRELÂNDIA,D
1372,MG,42170,CAMPANHA,D
1373,MG,44156,CRUZÍLIA,D
1374,MG,46914,JABOTICATUBAS,D
1375,MG,46035,IGARATINGA,D
1376,MG,51098,RIO PARANAÍBA,D
1377,MG,46833,ITUIUTABA,D
1378,MG,48577,MONTE AZUL,D
1379,MG,53716,TEÓFILO OTONI,E
1380,MG,54275,VIÇOSA,D
1381,MG,43010,CÁSSIA,D
1382,MG,46710,ITAPEVA,D
1383,MG,54232,VERÍSSIMO,D
1384,MG,48658,MONTES CLAROS,D
1385,MG,52930,SÃO SEBASTIÃO DO PARAÍSO,D
1386,MG,46876,ITURAMA,D
1387,MG,54011,UBERABA,C
1388,MG,52531,SÃO JOÃO DO PARAÍSO,E
1389,MG,42676,CARATINGA,D
1390,MG,43338,COIMBRA,D
1391,MG,40240,ICARAÍ DE MINAS,D
1392,MG,40290,ALÉM PARAÍBA,D
1393,MG,52132,SANTOS DUMONT,D
1394,MG,53970,UBÁ,D
1395,MG,42277,CAMPO FLORIDO,D
1396,MG,54178,VARZELÂNDIA,D
1397,MG,42714,CAREAÇU,D
1398,MG,41122,NINHEIRA,D
1399,MG,41386,PINTÓPOLIS,D
1400,MG,54216,WENCESLAU BRAZ,D
1401,MG,41181,NOVORIZONTE,D
1402,MG,49670,PAULISTAS,D
1403,MG,41335,BETIM,D
1404,MG,41017,BAMBUÍ,D
1405,MG,54399,VIRGOLÂNDIA,D
1406,MG,45950,IBIRITÉ,E
1407,MG,51578,SANTA MARGARIDA,D
1408,MG,41696,BOTUMIRIM,D
1409,MG,42650,CARANGOLA,D
1410,MG,40088,CARNEIRINHO,D
1411,MG,40690,ARAGUARI,D
1412,MG,42854,CARMO DO PARANAÍBA,D
1413,MG,52213,SÃO FRANCISCO,D
1414,MG,40134,ÁGUA COMPRIDA,D
1415,MG,51551,SANTA LUZIA,D
1416,MG,54038,UBERLÂNDIA,E
1417,MG,42226,IMBÉ DE MINAS,D
1418,MG,53791,TOCANTINS,E
1419,MG,43052,CATAGUASES,E
1420,MG,53910,TUPACIGUARA,D
1421,MG,42242,INDAIABIRA,D
1422,MG,42099,CAMANDUCAIA,D
1423,MG,44296,DESTERRO DO MELO,D
1424,MG,43990,CÓRREGO NOVO,D
1425,MG,50598,PRATINHA,D
1426,MG,46574,ITAMOGI,D
1427,MG,45756,GUIDOVAL,D
1428,MG,40584,PONTO DOS VOLANTES,D
1429,MG,50970,RIO CASCA,D
1430,MG,40851,AREADO,D
1431,MG,43591,CONGONHAS,D
1432,MG,42048,DOM BOSCO,D
1433,MG,51373,SACRAMENTO,C
1434,MG,47392,LADAINHA,D
1435,MG,46639,ITANHOMI,D
1436,MG,53090,SARDOÁ,C
1437,MG,52477,SÃO JOÃO DA PONTE,D
1438,MG,53775,TIROS,E
1439,MG,44490,DOM CAVATI,D
1440,MG,53015,SÃO TOMÁS DE AQUINO,D
1441,MG,51918,SANTA RITA DO SAPUCAÍ,D
1442,MG,48895,NAZARENO,D
1443,MG,42005,CURRAL DE DENTRO,D
1444,MG,40266,IPABA,D
1445,MG,41858,BURITIS,D
1446,MG,53856,TRÊS CORAÇÕES,D
1447,MG,47333,JUIZ DE FORA,D
1448,MG,40371,ALPINÓPOLIS,D
1449,MG,53236,SENHORA DOS REMÉDIOS,D
1450,MG,44750,ENGENHEIRO NAVARRO,D
1451,MG,51535,SANTA JULIANA,D
1452,MG,53872,TRÊS PONTAS,D
1453,MG,50350,POÇOS DE CALDAS,D
1454,MG,54070,UNAÍ,D
1455,MG,51250,RODEIRO,D
1456,MG,45535,GOVERNADOR VALADARES,E
1457,MG,42021,DELTA,D
1458,MG,44210,DELFIM MOREIRA,D
1459,MG,51438,SANTA BÁRBARA,D
1460,MG,48178,MATIPÓ,D
1461,MG,54135,VARGINHA,D
1462,MG,48259,MEDEIROS,D
1463,MG,47252,JOÃO PINHEIRO,E
1464,MG,40495,AMPARO DO SERRA,D
1465,MG,40991,BALDIM,D
1466,MG,53414,SERRO,D
1467,MG,46515,ITAMARATI DE MINAS,D
1468,MG,41378,BICAS,D
1469,MG,49131,OLIVEIRA FORTES,D
1470,MG,41645,SÃO JOSÉ DA BARRA,D
1471,MG,50911,RIBEIRÃO DAS NEVES,D
1472,MG,44911,ESTRELA DALVA,D
1473,MG,45217,FORMIGA,D
1474,MG,42617,CARANAÍBA,D
1475,MG,42323,JOSÉ RAYDAN,D
1476,MG,51632,SANTA MARIA DO SUAÇUÍ,D
1477,MG,52752,SÃO MIGUEL DO ANTA,D
1478,MG,41823,CANTAGALO,D
1479,MG,53430,SETE LAGOAS,D
1480,MG,41742,BONITO DE MINAS,D
1481,MG,52493,SÃO JOÃO DEL REI,E
1482,MG,42633,CARANDAÍ,D
1483,MG,53457,SILVEIRÂNIA,D
1484,MG,44237,DELFINÓPOLIS,D
1485,MG,54410,VISCONDE DO RIO BRANCO,E
1486,MG,53813,TOLEDO,D
1487,MG,40215,AIMORÉS,E
1488,MG,54437,VOLTA GRANDE,D
1489,MG,47031,JANUÁRIA,E
1490,MG,53732,TIMÓTEO,D
1491,MG,40363,LIMEIRA DO OESTE,D
1492,MG,41998,CAETÉ,D
1493,MG,41556,BOM JESUS DO GALHO,D
1494,MG,40932,ATALÉIA,D
1495,MG,41521,SANTO ANTÔNIO DO RETIRO,D
1496,MG,51330,SABARÁ,D
1497,MG,44571,DONA EUSÉBIA,D
1498,MG,53139,SENADOR FIRMINO,D
1499,MG,47490,LAGOA FORMOSA,D
1500,MG,40118,ÁGUA BOA,D
1501,MG,46477,ITAJUBÁ,D
1502,MG,51691,SANTANA DE PIRAPAMA,D
1503,MG,45055,FARIA LEMOS,D
1504,MG,47171,JESUÂNIA,D
1505,MG,49751,PEDRA DO ANTA,D
1506,MG,49239,OURO VERDE DE MINAS,E
1507,MG,41327,PEDRA BONITA,D
1508,MG,40487,NAQUE,D
1509,MG,52299,SÃO GERALDO,D
1510,MG,52159,SÃO BENTO ABADE,D
1511,MG,53473,SILVIANÓPOLIS,D
1512,MG,41670,BOTELHOS,E
1513,MG,54372,VIRGINÓPOLIS,D
1514,MG,40525,PALMÓPOLIS,D
1515,MG,52736,SÃO LOURENÇO,E
1516,MG,45799,GUIRICEMA,D
1517,MG,40002,ALFREDO VASCONCELOS,E
1518,MG,46337,ITABIRA,D
1519,MG,42455,CAPELINHA,D
1520,MG,42439,CAPELA NOVA,D
1521,MG,41475,BOM DESPACHO,D
1522,MG,44652,DORES DO TURVO,E
1523,MG,43710,CONTAGEM,E
1524,MG,40053,ABRE CAMPO,D
1525,MG,41610,BONFIM,D
1526,MG,47139,JEQUITIBÁ,D
1527,MG,40398,ALTEROSA,E
1528,MG,53597,TAIOBEIRAS,E
1529,MG,49778,PEDRA DO INDAIÁ,E
1530,MG,53996,UBAÍ,D
1531,MG,42919,CARRANCAS,E
1532,MG,53899,TUMIRITINGA,E
1533,MG,41076,BARÃO DE COCAIS,D
1534,MG,51659,SANTANA DA VARGEM,D
1535,MG,51292,RUBELITA,E
1536,MG,47015,JANAÚBA,D
1537,MG,46418,ITACARAMBI,D
1538,MG,42730,CARLOS CHAGAS,D
1539,MG,45314,FRANCISCO DUMONT,D
1540,MG,40207,FERVEDOURO,D
1541,MG,51454,SANTA BÁRBARA DO TUGÚRIO,E
1542,MG,48453,MOEDA,D
1543,MG,47090,JEQUERI,D
1544,MG,46132,INDIANÓPOLIS,D
1545,MG,52078,SANTO ANTÔNIO DO MONTE,D
1546,MG,53279,SERITINGA,D
1547,MG,46434,ITAGUARA,E
1548,MG,43613,CONGONHAS DO NORTE,D
1549,MG,40541,PEDRAS DE MARIA DA CRUZ,D
1550,MG,40649,SANTA BÁRBARA DO LESTE,D
1551,MG,53538,SOBRÁLIA,D
1552,MG,43176,CHÁCARA,D
1553,MG,53937,TURMALINA,D
1554,MG,40916,ASTOLFO DUTRA,D
1555,MG,51390,SALINAS,D
1556,MG,40908,VARGEM ALEGRE,D
1557,MG,50652,PRESIDENTE KUBITSCHEK,D
1558,MG,44717,ELÓI MENDES,E
1559,MG,52833,SÃO ROMÃO,D
1560,MG,44814,ESMERALDAS,D
1561,MG,47554,LAMBARI,D
1562,MG,43311,CLÁUDIO,D
1563,MG,41360,PINGO D'ÁGUA,E
1564,MG,41890,CABO VERDE,D
1565,MG,44997,EWBANK DA CÂMARA,D
1566,MG,41033,BANDEIRA,D
1567,MG,51152,RIO POMBA,D
1568,MG,45233,FORMOSO,E
1569,MG,46850,ITUMIRIM,D
1570,MG,40479,ALVORADA DE MINAS,D
1571,MG,51110,RIO PARDO DE MINAS,D
1572,MG,41467,SANTA CRUZ DE MINAS,D
1573,MG,47430,LAGOA DA PRATA,D
1574,MG,42188,GUARACIAMA,D
1575,MG,42480,VARGEM GRANDE DO RIO PARDO,D
1576,MG,42307,JOSÉ GONÇALVES DE MINAS,D
1577,MG,41262,PADRE CARVALHO,D
1578,MG,42447,UNIÃO DE MINAS,D
1579,MG,50474,POTÉ,E
1580,MG,53759,TIRADENTES,D
1581,MG,49492,PASSABÉM,D
1582,MG,44733,ENGENHEIRO CALDAS,D
1583,MG,41459,BOCAIÚVA,D
1584,MG,46990,JAGUARAÇU,D
1585,MG,42293,CAMPOS ALTOS,D
1586,MG,43796,CORDISLÂNDIA,D
1587,MG,40339,ALMENARA,E
1588,MG,54097,URUCÂNIA,D
1589,MG,46159,INGAÍ,D
1590,MG,44113,CRUCILÂNDIA,D
1591,MG,52795,SÃO PEDRO DOS FERROS,D
1592,MG,47058,JAPARAÍBA,D
1593,MG,49034,NOVA SERRANA,D
1594,MG,41637,BONFINÓPOLIS DE MINAS,C
1595,MG,52370,SÃO GONÇALO DO RIO ABAIXO,D
1596,MG,43532,CONCEIÇÃO DO RIO VERDE,D
1597,MG,49654,PAULA CÂNDIDO,E
1598,MG,41688,ANGELÂNDIA,D
1599,MG,45497,GONZAGA,D
1600,MG,49093,OLÍMPIO NORONHA,D
1601,MG,41483,SANTA CRUZ DE SALINAS,D
1602,MG,41165,NOVA PORTEIRINHA,D
1603,MG,50873,RESSAQUINHA,D
1604,MG,42773,CARMO DA CACHOEIRA,D
1605,MG,43494,CONCEIÇÃO DO MATO DENTRO,D
1606,MG,41270,BELO VALE,D
1607,MG,51950,SANTA VITÓRIA,D
1608,MG,48232,MATUTINA,D
1609,MG,52434,SÃO JOÃO BATISTA DO GLÓRIA,D
1610,MG,41025,MÁRIO CAMPOS,D
1611,MG,52850,SÃO ROQUE DE MINAS,C
1612,MG,41840,CATAS ALTAS,E
1613,MG,43036,CONCEIÇÃO DA BARRA DE MINAS,C
1614,MG,44458,DIVINÓPOLIS,E
1615,MG,43095,CAXAMBU,D
1616,MG,40045,BRASILÂNDIA DE MINAS,D
1617,MG,52876,SÃO SEBASTIÃO DA BELA VISTA,E
1618,MG,44431,DIVINOLÂNDIA DE MINAS,D
1619,MG,41785,CABECEIRA GRANDE,D
1620,MG,45438,FUNILÂNDIA,D
1621,MG,43273,CLARAVAL,E
1622,MG,51497,SANTA EFIGÊNIA DE MINAS,D
1623,MG,42544,VEREDINHA,E
1624,MG,45837,HELIODORA,C
1625,MG,52019,SANTO ANTÔNIO DO GRAMA,E
1626,MG,50032,PIEDADE DE PONTE NOVA,D
1627,MG,40061,CAPITÃO ANDRADE,D
1628,MG,53678,TARUMIRIM,E
1629,MG,52418,SÃO GOTARDO,E
1630,MG,41882,CHAPADA GAÚCHA,D
1631,MG,47856,MANGA,D
1632,MG,51179,RIO PRETO,D
1633,MG,53830,TOMBOS,D
1634,MG,50016,PIAU,D
1635,MG,47732,LUMINÁRIAS,D
1636,MG,44474,DIVISA NOVA,D
1637,MG,53392,SERRANOS,C
1638,MG,48151,MATIAS BARBOSA,D
1639,MG,42757,CARMÉSIA,D
1640,MG,50393,POMPÉU,E
1641,MG,50253,PIRAÚBA,D
1642,MG,47635,LAVRAS,D
1643,MG,40410,ALTO RIO DOCE,D
1644,MG,40819,ARCEBURGO,E
1645,MG,43974,CÓRREGO DO BOM JESUS,D
1646,MG,48631,MONTE SANTO DE MINAS,D
1647,MG,48313,MERCÊS,C
1648,MG,48372,MINDURI,D
1649,MG,40312,ALFENAS,D
1650,MG,51217,RITÁPOLIS,D
1651,MG,48690,MORADA NOVA DE MINAS,E
1652,MG,41718,BRASÍLIA DE MINAS,E
1653,MG,42811,CARMO DE MINAS,E
1654,MG,54291,VIEIRAS,C
1655,MG,45659,GUARANÉSIA,D
1656,MG,46256,IPATINGA,D
1657,MG,45616,GUAPÉ,D
1658,MG,50830,RESENDE COSTA,D
1659,MG,51772,SANTANA DO MANHUAÇU,D
1660,MG,43150,CENTRALINA,C
1661,MG,49018,NOVA RESENDE,E
1662,MG,40940,JUVENÍLIA,E
1663,MG,48933,NOVA ERA,D
1664,MG,46612,ITANHANDU,D
1665,MG,50490,POUSO ALEGRE,E
1666,MG,46299,IPUIÚNA,E
1667,MG,40924,JOSENÓPOLIS,D
1668,MG,49514,PASSA QUATRO,D
1669,MG,41513,BOM JESUS DA PENHA,D
1670,MG,40983,LUISBURGO,D
1671,MG,40428,MATA VERDE,D
1672,MG,48119,MATERLÂNDIA,D
1673,MG,51055,RIO MANSO,D
1674,MG,48739,MORRO DO PILAR,D
1675,MG,46892,ITUTINGA,D
1676,MG,40657,ARACITABA,D
1677,MG,52175,SÃO BRÁS DO SUAÇUÍ,D
1678,MG,44610,DORES DE GUANHÃES,D
1679,MG,41491,BOM JARDIM DE MINAS,D
1680,MG,42030,CAJURI,D
1681,MG,43818,CORINTO,D
1682,MG,45098,SÃO GONÇALO DO RIO PRETO,D
1683,MG,45519,GOUVEIA,D
1684,MG,51519,SANTA FÉ DE MINAS,D
1685,MG,40860,UBAPORANGA,E
1686,MG,51675,SANTANA DE CATAGUASES,D
1687,MG,50679,PRESIDENTE OLEGÁRIO,D
1688,MG,49433,PARAGUAÇU,D
1689,MG,52892,SÃO SEBASTIÃO DO MARANHÃO,D
1690,MG,41734,BRÁS PIRES,E
1691,MG,45853,IAPU,D
1692,MG,45691,GUARARÁ,D
1693,MG,49557,PASSA VINTE,E
1694,MG,52515,SÃO JOÃO DO ORIENTE,D
1695,MG,41394,BIQUINHAS,D
1696,MG,52396,SÃO GONÇALO DO SAPUCAÍ,D
1697,MG,53635,TAPIRAÍ,D
1698,MG,40185,ENTRE FOLHAS,D
1699,MG,40096,AÇUCENA,D
1700,MG,46175,INHAPIM,D
1701,MG,46752,ITAÚNA,D
1702,MG,45675,GUARANI,D
1703,MG,52558,SÃO JOÃO EVANGELISTA,D
1704,MG,41530,BOM JESUS DO AMPARO,E
1705,MG,41548,SÃO DOMINGOS DAS DORES,E
1706,MG,44512,DOM JOAQUIM,D
1707,MG,40037,ABAETÉ,D
1708,MG,42340,SÃO SEBASTIÃO DA VARGEM ALEGRE,E
1709,MG,40401,MAMONAS,D
1710,MG,44857,ESPINOSA,D
1711,MG,48038,MARIPÁ DE MINAS,D
1712,MG,44776,ENTRE RIOS DE MINAS,D
1713,MG,47074,JECEABA,D
1714,MG,40568,PERIQUITO,E
1715,MG,47317,NOVA UNIÃO,D
1716,MG,43850,COROMANDEL,D
1717,MG,51853,SANTA RITA DE JACUTINGA,D
1718,MG,50792,RAUL SOARES,D
1719,MG,53694,TEIXEIRAS,E
1720,MG,43354,COLUNA,E
1721,MG,40460,MONTEZUMA,D
1722,MG,54054,UMBURATIBA,D
1723,MG,51357,SABINÓPOLIS,D
1724,MG,49816,PEDRALVA,D
1725,MG,40967,LEME DO PRADO,E
1726,MG,41203,OLHOS D'ÁGUA,D
1727,MG,41807,CAMPO AZUL,D
1728,MG,42579,CAPUTIRA,D
1729,MG,46558,ITAMBÉ DO MATO DENTRO,D
1730,MG,42528,VERDELÂNDIA,E
1731,MG,49271,PAINEIRAS,D
1732,MG,43419,CONCEIÇÃO DA APARECIDA,D
1733,MG,46736,ITATIAIUÇU,D
1734,MG,42200,IBIRACATU,D
1735,MG,40665,SANTA RITA DE MINAS,D
1736,MG,53252,SERICITA,D
1737,MG,51314,RUBIM,D
1738,MG,41009,LUISLÂNDIA,D
1739,MG,47538,LAJINHA,E
1740,MG,45730,GUAXUPÉ,D
1741,MG,46094,ILICÍNEA,E
1742,MG,53570,TABULEIRO,E
1743,MG,44016,COUTO DE MAGALHÃES DE MINAS,D
1744,MG,45594,GUANHÃES,D
1745,MG,48470,MOEMA,D
1746,MG,50075,PIEDADE DOS GERAIS,D
1747,MG,42560,VERMELHO NOVO,D
1748,MG,44318,DIAMANTINA,D
1749,MG,44059,CRISTÁLIA,D
1750,MG,49697,PAVÃO,E
1751,MG,43770,CORDISBURGO,D
1752,MG,44393,DIVINO,D
1753,MG,48496,MONJOLOS,D
1754,MG,53953,TURVOLÂNDIA,D
1755,MG,53031,SÃO THOMÉ DAS LETRAS,E
1756,MG,42366,SÃO SEBASTIÃO DO ANTA,D
1757,MG,40010,ABADIA DOS DOURADOS,D
1758,MG,52035,SANTO ANTÔNIO DO ITAMBÉ,D
1759,MG,53376,SERRANIA,D
1760,MG,52590,SÃO JOSÉ DA SAFIRA,E
1761,MG,43672,CONSELHEIRO PENA,D
1762,MG,42471,CAPETINGA,D
1763,MG,42145,GOIABEIRA,D
1764,MG,40380,LONTRA,D
1765,MG,42080,FRUTA DE LEITE,E
1766,MG,41726,BERIZAL,E
1767,MG,42218,CAMPINA VERDE,E
1768,MG,41661,ALTO CAPARAÓ,D
1769,MG,42870,CARMO DO RIO CLARO,D
1770,MG,48771,MURIAÉ,D
1771,MG,52116,SANTO HIPÓLITO,D
1772,MG,53651,TAQUARAÇU DE MINAS,D
1773,MG,48011,MARILAC,D
1774,MG,49590,PATOS DE MINAS,D
1775,MG,51934,SANTA ROSA DA SERRA,D
1776,MG,53554,SOLEDADE DE MINAS,D
1777,MG,49719,PEÇANHA,D
1778,MG,50237,PIRAPORA,D
1779,MG,45373,FREI INOCÊNCIO,D
1780,MG,45578,GRUPIARA,D
1781,MG,47910,MANTENA,E
1782,MG,46370,ITABIRITO,E
1783,MG,41874,BURITIZEIRO,D
1784,MG,41068,MIRAVÂNIA,D
1785,MG,50717,PRUDENTE DE MORAIS,D
1786,MG,48976,NOVA MÓDICA,D
1787,MG,44938,ESTRELA DO INDAIÁ,D
1788,MG,51993,SANTO ANTÔNIO DO AVENTUREIRO,E
1789,MG,46019,IGARAPÉ,D
1790,MG,43753,CORAÇÃO DE JESUS,D
1791,MG,53210,SENHORA DO PORTO,D
1792,MG,43656,CONSELHEIRO LAFAIETE,D
1793,MG,46671,ITAPAGIPE,D
1794,MG,51616,SANTA MARIA DO SALTO,D
1795,MG,47236,JOÃO MONLEVADE,D
1796,MG,46817,ITUETA,D
1797,MG,46779,ITAVERAVA,D
1798,MG,40282,JAÍBA,E
1799,MG,49611,PATROCÍNIO,D
1800,MG,42358,CANÁPOLIS,D
1801,MG,46973,JACUTINGA,E
1802,MG,42315,CAMPOS GERAIS,D
1803,MG,40150,AGUANIL,D
1804,MG,40797,ARAXÁ,D
1805,MG,49913,PEQUI,D
1806,MG,52779,SÃO PEDRO DA UNIÃO,D
1807,MG,47716,LIMA DUARTE,D
1808,MG,41831,BUENÓPOLIS,D
1809,MG,43214,CHAPADA DO NORTE,E
1810,MG,48852,NANUQUE,C
1811,MG,46272,IPIAÇU,D
1812,MG,47899,MANHUMIRIM,D
1813,MG,40746,SÃO JOÃO DO MANTENINHA,C
1814,MG,47996,MARIANA,E
1815,MG,50113,PIRACEMA,D
1816,MG,51810,SANTANA DOS MONTES,D
1817,MG,48836,NACIP RAYDAN,D
1818,MG,42102,GAMELEIRAS,D
1819,MG,47473,LAGOA DOURADA,D
1820,MG,49255,PADRE PARAÍSO,D
1821,MG,48291,MENDES PIMENTEL,D
1822,MG,43877,CORONEL FABRICIANO,D
1823,MG,41793,BRUMADINHO,D
1824,MG,47759,LUZ,D
1825,MG,49212,OURO PRETO,D
1826,MG,42110,CAMBUÍ,D
1827,MG,47678,LEOPOLDINA,D
1828,MG,50695,ALTO JEQUITIBÁ,D
1829,MG,49190,OURO FINO,E
1830,MG,41050,BANDEIRA DO SUL,D
1831,MG,44598,DORES DE CAMPOS,D
1832,MG,42390,CANDEIAS,D
1833,MG,47970,MARIA DA FÉ,D
1834,MG,41939,CACHOEIRA DE MINAS,D
1835,MG,44172,CURVELO,D
1836,MG,44792,ERVÁLIA,D
1837,MG,52191,SÃO DOMINGOS DO PRATA,D
1838,MG,42250,CAMPO DO MEIO,D
1839,MG,40193,ÁGUAS VERMELHAS,D
1840,MG,42510,CAPINÓPOLIS,D
1841,MG,53619,TAPIRA,D
1842,MG,49573,PASSOS,D
1843,MG,46353,ITABIRINHA,D
1844,MG,46213,INIMUTABA,D
1845,MG,44679,DORESÓPOLIS,D
1846,MG,50172,PIRANGUÇU,D
1847,MG,42501,VARJÃO DE MINAS,D
1848,MG,44873,ESPÍRITO SANTO DO DOURADO,C
1849,MG,41602,SÃO JOÃO DAS MISSÕES,D
1850,MG,42897,CARMÓPOLIS DE MINAS,D
1851,MG,52337,SÃO GONÇALO DO ABAETÉ,D
1852,MG,46450,ITAIPÉ,D
1853,MG,40673,ARAÇUAÍ,D
1854,MG,42412,CAPARAÓ,D
1855,MG,49859,PEDRO LEOPOLDO,D
1856,MG,41599,BOM SUCESSO,D
1857,MG,45713,GUARDA-MOR,E
1858,MG,49735,PEDRA AZUL,D
1859,MG,50814,RECREIO,D
1860,MG,41980,CUPARAQUE,D
1861,MG,41653,BORDA DA MATA,E
1862,MG,43699,CONSOLAÇÃO,D
1863,MG,43559,CONCEIÇÃO DOS OUROS,D
1864,MG,45330,FRANCISCO SÁ,D
1865,MG,48712,MORRO DA GARÇA,D
1866,MG,46590,ITAMONTE,D
1867,MG,50997,RIO DOCE,D
1868,MG,49417,PARÁ DE MINAS,D
1869,MG,50270,PITANGUI,D
1870,MG,44636,DORES DO INDAIÁ,D
1871,MG,40703,SÃO JOÃO DA LAGOA,D
1872,MG,53171,SENADOR MODESTINO GONÇALVES,D
1873,MG,41190,BELA VISTA DE MINAS,E
1874,MG,46531,ITAMBACURI,D
1875,MG,48356,MINAS NOVAS,D
1876,MG,43192,CHALÉ,E
1877,MG,49638,PATROCÍNIO DO MURIAÉ,E
1878,MG,40452,ALVINÓPOLIS,E
1879,MG,51799,SANTANA DO RIACHO,E
1880,MG,48216,MATOZINHOS,D
1881,MG,41920,CONFINS,D
1882,MG,52817,SÃO PEDRO DO SUAÇUÍ,D
1883,MG,40304,JAMPRUCA,D
1884,MG,40320,JUATUBA,D
1885,MG,49794,PEDRA DOURADA,C
1886,MG,50512,POUSO ALTO,D
1887,MG,42994,CASCALHO RICO,D
1888,MG,49875,PEDRO TEIXEIRA,D
1889,MG,40894,ARINOS,E
1890,MG,42196,CAMPESTRE,D
1891,MG,49379,PAPAGAIOS,D
1892,MG,51136,RIO PIRACICABA,D
1893,MG,40770,ARAÚJOS,D
1894,MG,40355,ALPERCATA,D
1895,MG,49450,PARAISÓPOLIS,C
1896,MG,50431,PORTEIRINHA,D
1897,MG,46655,ITAOBIM,D
1898,MG,43290,CLARO DOS POÇÕES,D
1899,MG,47414,LAGAMAR,D
1900,MG,41505,SANTA HELENA DE MINAS,E
1901,MG,40169,DURANDÉ,D
1902,MG,43516,CONCEIÇÃO DO PARÁ,D
1903,MG,40681,SANTANA DO PARAÍSO,E
1904,MG,53074,SAPUCAÍ-MIRIM,E
1905,MG,45470,GONÇALVES,D
1906,MG,40142,DIVISÓPOLIS,D
1907,MG,52051,SANTO ANTÔNIO DO JACINTO,D
1908,MG,47872,MANHUAÇU,E
1909,MG,44270,DESTERRO DE ENTRE RIOS,D
1910,MG,48399,MIRABELA,E
1911,MG,50296,PIUMHI,D
1912,MG,49972,PERDÕES,D
1913,MG,50334,POÇO FUNDO,E
1914,MG,51071,RIO NOVO,D
1915,MG,42161,GOIANÁ,E
1916,MG,52655,SÃO JOSÉ DO DIVINO,E
1917,MG,45136,FELIXLÂNDIA,D
1918,MG,44970,EUGENÓPOLIS,D
1919,MG,43575,CONGONHAL,E
1920,MG,50458,PORTO FIRME,D
1921,MG,45977,IBITIÚRA DE MINAS,D
1922,MG,49476,PARAOPEBA,D
1923,MG,43958,CÓRREGO DANTA,D
1924,MG,40827,SEM PEIXE,D
1925,MG,42129,GLAUCILÂNDIA,D
1926,MG,46930,JACINTO,D
1927,MG,40533,CACHOEIRA DE PAJEÚ,D
1928,MG,49115,OLIVEIRA,D
1929,MG,47597,LARANJAL,D
1930,MG,41424,REDUTO,D
1931,MG,47791,MACHADO,E
1932,MG,41769,BUGRE,D
1933,MG,47376,JURUAIA,D
1934,MG,44890,ESTIVA,D
1935,MG,46698,ITAPECERICA,D
1936,MG,42536,CAPITÃO ENÉAS,E
1937,MG,50415,PONTE NOVA,D
1938,MG,49395,PARACATU,D
1939,MG,47295,JORDÂNIA,D
1940,MG,53350,SERRA DO SALITRE,E
1941,MG,47937,MARAVILHAS,D
1942,MG,41777,BRAZÓPOLIS,D
1943,MG,41149,NOVA BELÉM,D
1944,MG,42935,CARVALHÓPOLIS,D
1945,MG,50890,RIACHO DOS MACHADOS,D
1946,MG,40959,AUGUSTO DE LIMA,D
1947,MG,44830,ESPERA FELIZ,D
1948,MG,44334,DIOGO DE VASCONCELOS,D
1949,MG,45292,FRANCISCO BADARÓ,C
1950,MG,48810,MUZAMBINHO,E
1951,MG,48550,MONTE ALEGRE DE MINAS,D
1952,MG,42463,URUANA DE MINAS,D
1953,MG,54194,VAZANTE,D
1954,MG,50776,RAPOSOS,D
1955,MG,42331,CANAÃ,D
1956,MG,48135,MATEUS LEME,D
1957,MG,49956,PERDIZES,D
1958,MG,41700,ARICANDUVA,D
1959,MG,54330,VIRGEM DA LAPA,D
